A2_District	gender resp	age	Head_Household	educ	HH women	HH girls	HH men	HH boys	girls_school	boys_school	marital	residency	income	employment	income_source	A15 CFW	A15 Unconditional cash transfer	A15 Water supply	A15 Training	A15 Hygiene education	A15  Improved sanitation	A15 Agricultural support	A15 GBV support	disabled	disabled_HH	received_cash	persone_sick	B1_own_land	B1_AcresOwned	B3 Maize	B3 Beans	B3 Tomatoes	B3 other	B4 Maize_seeds	B4 Beans_seeds	B4 tomatoes_seeds	B4 other_seeds	B5 Maize_source	B5 Beans_Source	B5 tomatoes_source	B5 Other_source	B7 MaizeAcres	B7 Acres Beans	B7 Acres Tomatoes	B7 Acres Other	B8 MaizeEnough	B8 BeansEnough	B8 tomatoEnough	B8 OtherEnough	B9 Maize_fert	B9 Beans_fert	B9 Tom_fert	B9 other_fert	B15 Maize_fert_AVSI	B15 Bean_fert_AVSI	B15 tomatoes_fert_AVSI	B15 Other_fert_AVSI	B19 Modern agricultural practices	B19 Harvesting and post-harvesting handling	B19 Use of agricultural inputs	B19 Fertilizer application	B19 Soil erosion control	B19 Pest management	B19 Other training	B20_AVSI_equip	Equipment received	B25_FishFarm	C1_AVSI_CFW	D1_received_CT	E1_MainsourceWaterDry	E1_MainsourceWaterRainy	E3_Time_Water_Rainy	E4_Time_Water_Dry	E5_liters_per_day	E6_Boreholes_village	dry jan	dry feb	dry mar	dry apr	dry may	dry jun	dry jul	dry aug	dry sep	dry oct	dry nov	dry dec	E7_Water_treatment_kits	E9_sanitation	E10_people_per_toil	E11_latrines_proj	E12_Women_men_sep	E13_School_toil	E14_Toil_solar	latrines_OK	E15 Before preparing meals	E15 Before serving food	E15 Before eating	E15 Before feeding a baby	E15 After cleaning the baby of the feaces	E15 After using the toilet	E15 After handling garbage	E15 After playing with children	E16_Handwahs_why	E17_wash_with_what	E18_used_toil_lasttime	E19_covidTraning	E20 Jerry can	E20 Soap	E20 towel	E20 Underwear	E20 Nail cutter/clipper	E20 Comb	E21_heard_radio_Hygmess	E22_WasteManagement	feedback_text	category	A3_Village	girls_school_%	boys_school_%	gender HHH	age HHH	HH Total	income_per_member
Kismayo	Male	26	Yes	Some Primary	2	0	2	3	1	1	Married	Host Community	100	Self-employed	Land cultivation	No	No	Yes	No	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	17.2974	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1.23553	1.23553	1.23553	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	Yes	HAND SICKLE, SHOVEL & SPADE, AXE, PICKAXE and HOE	No	No	No	Tube well/borehole	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	20	60	100	4	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No	Yes	Pit latrine	15	Yes	No	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	Yes	No	To be healthy	With water and soap	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	The respondent participated in the Supply of pesticide and multivitamins treatments for farm animals.	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.0	0.3333333333333333	Male	26	7	14.285714285714286
Kismayo	Female	27	No	No education	1	2	1	1	1	0	Married	Host Community	100	Self-employed	Land cultivation	No	No	No	No	No	Yes	Yes	Yes	No	Yes	No	No	Yes	7.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Saved from own harvest	Saved from own harvest	Saved from own harvest	0	1.0	1.0	1.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Farming tools and fertilizers	No	No	No	Protected dug well	Protected dug well	60	120	40	1	No	No	No	No	No	No	Yes	No	No	No	No	No	No	Pit latrine	11	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Tools and fertilizer beneficiary	Warkoy	0.5	0.0	Male	34	5	20.0
Kismayo	Male	50	Yes	Some Primary	1	2	1	2	1	1	Married	Host Community	120	Self-employed	Land cultivation	No	No	Yes	No	Yes	Yes	No	No	No	Yes	No	Yes	Yes	9.88422	Yes	Yes	No	0	Recycled	Recycled	0	0	Saved from own harvest	Saved from own harvest	0	0	1.23553	1.23553	0.0	0.0	No	No	0	0	Given by relatives/friends	Given by relatives/friends	0	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Tube well/borehole	Tube well/borehole	60	60	60	4	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Pit latrine	20	No	No	Yes	No	No	No	No	Yes	Yes	Yes	Yes	Yes	No	To be healthy	With water and soap	Yes	Yes	No	No	Yes	Yes	Yes	Yes	Yes	Yes	The respondent participated in the Supply of pesticide and multivitamins treatments for farm animals.	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.5	0.5	Male	50	6	20.0
Kismayo	Female	18	No	Some Primary	1	2	1	2	2	2	Married	Host Community	120	Self-employed	Land cultivation	No	No	Yes	No	No	Yes	Yes	Yes	No	No	No	Yes	Yes	24.7105	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	2.47105	2.47105	2.47105	0.0	No	No	No	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	Yes	HAND SICKLE, SHOVEL & SPADE, AXE, PICKAXE and HOE	No	No	No	Tube well/borehole	Tube well/borehole	30	30	100	4	No	No	No	No	No	Yes	Yes	Yes	No	No	No	No	Yes	Pit latrine	8	Yes	No	Yes	No	No	No	Yes	Yes	Yes	No	Yes	Yes	No	To be healthy	With water and soap	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	The respondent participated in the Supply of pesticide and multivitamins treatments for farm animals.	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	1.0	1.0	Male	42	6	20.0
Kismayo	Male	36	No	No education	2	3	1	5	3	4	Married	Host Community	150	Self-employed	Land cultivation	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	5.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	2.0	2.0	2.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Fertilizers and Farming tools including Hoe – metallic , Spade – metallic , Axe File, - metallic Machete – metallic  and Rake – metallic	No	No	No	Unprotected dug well	Unprotected dug well	60	120	40	1	No	No	No	No	Yes	No	No	No	No	No	No	No	No	Pit latrine	6	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Tools and fertilizer beneficiary	QamQam	1.0	0.8	Male	40	11	13.636363636363637
Kismayo	Male	54	Yes	Some Primary	3	2	3	4	3	2	Married	Host Community	115	Self-employed	Land cultivation	No	No	Yes	No	No	No	No	Yes	No	Yes	No	Yes	Yes	37.0658	Yes	Yes	Yes	0	Recycled	Recycled	Recycled	0	Saved from own harvest	Saved from own harvest	Saved from own harvest	0	2.47105	2.47105	2.47105	0.0	No	No	No	0	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Protected dug well	Protected dug well	40	60	100	4	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No	No	Pit latrine	14	No	No	Yes	No	No	No	Yes	Yes	Yes	No	Yes	Yes	No	To be healthy	With water and soap	Yes	Yes	No	No	No	No	No	No	Yes	Yes	The respondent participated in the Supply of pesticide and multivitamins treatments for farm animals.	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	1.5	0.5	Male	54	12	9.583333333333334
Kismayo	Male	45	Yes	Some Primary	1	2	2	4	2	1	Married	Returnee	100	Self-employed	Land cultivation	No	No	Yes	No	No	No	No	Yes	No	No	No	No	Yes	74.1316	Yes	Yes	Yes	0	Recycled	Recycled	Recycled	0	Saved from own harvest	Saved from own harvest	Saved from own harvest	0	7.41316	7.41316	7.41316	0.0	No	No	No	0	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	60	60	100	1	No	Yes	No	No	No	No	No	No	Yes	Yes	No	No	No	Pit latrine	10	No	No	Yes	No	No	No	Yes	Yes	Yes	Yes	Yes	No	No	To be healthy	With water and soap	Yes	Yes	No	No	No	No	No	No	Yes	Yes	The respondent participated in the Supply of pesticide and multivitamins treatments for farm animals.	Supply of pesticide and multi vitamins treatments for farm animals	Yontoy	1.0	0.25	Male	45	9	11.11111111111111
Kismayo	Female	21	No	Some Primary	1	3	1	2	1	1	Divorced	Returnee	90	Self-employed	Land cultivation	No	No	Yes	No	Yes	No	No	No	No	No	No	No	Yes	12.3553	Yes	No	No	0	Recycled	0	0	0	Saved from own harvest	0	0	0	7.41316	0.0	0.0	0.0	No	0	0	0	Given by relatives/friends	0	0	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Protected dug well	Protected dug well	30	60	100	2	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Pit latrine	10	No	No	Yes	No	No	No	No	Yes	Yes	Yes	Yes	Yes	No	To be healthy	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	The respondent participated in the Supply of pesticide and multivitamins treatments for farm animals.	Supply of pesticide and multi vitamins treatments for farm animals	QamQam	0.3333333333333333	0.5	Male	42	7	12.857142857142858
Kismayo	Male	45	Yes	Some Primary	1	5	3	5	2	3	Married	IDP	60	Self-employed	Land cultivation	No	No	Yes	No	Yes	Yes	No	No	No	No	No	Yes	Yes	17.2974	Yes	No	No	0	Recycled	0	0	0	Saved from own harvest	0	0	0	2.47105	0.0	0.0	0.0	No	0	0	0	Given by relatives/friends	0	0	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Tube well/borehole	Public tap/standpipe	120	120	100	0	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	No	Pit latrine	25	No	No	Yes	No	No	No	No	Yes	Yes	Yes	Yes	Yes	No	To be healthy	Water alone	Yes	Yes	No	No	No	No	No	No	Yes	Yes	The respondent participated in the Supply of pesticide and multivitamins treatments for farm animals.	Supply of pesticide and multi vitamins treatments for farm animals	Daif	0.4	0.6	Male	45	14	4.285714285714286
Kismayo	Female	28	No	No education	1	2	1	2	0	0	Married	Host Community	70	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	2.0	Yes	Yes	No	0	Improved	Improved	0	0	Received from AVSI	Received from AVSI	0	0	1.0	1.0	0.0	0.0	No	No	0	0	Received from AVSI	Received from AVSI	0	0	1	1	0	0	No	No	No	No	No	No	No	Yes	Jembe, Panga, axe, shovel	No	No	No	Unprotected dug well	Unprotected dug well	60	120	80	0	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	Pit latrine	8	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	To reduces spread/ transmission of disease	Water alone	Yes	No	No	No	No	No	No	No	Yes	No	The respondent appreciated the supported provided to her by AVSI.	Tools and fertilizer beneficiary	Warkoy	0.0	0.0	Male	34	6	11.666666666666666
Kismayo	Female	34	Yes	No education	1	2	1	3	0	0	Married	Host Community	150	Unemployed	Casual employment	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	0.5	Yes	No	No	0	Improved	0	0	0	Given by relatives/friends	0	0	0	0.5	0.0	0.0	0.0	No	0	0	0	Received from AVSI	0	0	0	1	0	0	0	No	No	No	No	No	No	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Protected dug well	Protected dug well	30	30	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Pit latrine	7	Yes	No	No	No	Yes	Yes	No	Yes	Yes	No	Yes	No	No	To reduces spread/ transmission of disease	With water and sand	Yes	Yes	No	No	No	No	No	No	Yes	No	0	Tools and fertilizer beneficiary	Warkoy	0.0	0.0	Female	34	7	21.428571428571427
Kismayo	Female	43	No	No education	1	5	1	4	5	4	Married	Host Community	140	Self-employed	Land cultivation	No	No	No	Yes	No	Yes	Yes	Yes	No	Yes	No	No	Yes	4.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1.0	1.0	1.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Fertilizers and farming tools including Hoe – metallic , Spade – metallic , Axe File, - metallic, Machete – metallic and Rake – metallic	No	No	No	Unprotected dug well	Unprotected dug well	60	60	40	1	No	No	No	No	No	No	No	No	No	Yes	No	No	No	Pit latrine	7	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Tools and fertilizer beneficiary	Towfiq	1.0	1.0	Male	46	11	12.727272727272727
Kismayo	Male	29	Yes	No education	1	2	1	0	0	0	Married	Host Community	45	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	Yes	Yes	No	Yes	Yes	3.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1.0	1.0	1.0	0.0	No	No	No	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	Yes	received axe, panga, jembe, shovel, racks	No	No	No	Unprotected dug well	Unprotected dug well	65	130	100	0	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	Pit latrine	8	No	No	No	No	No	Yes	Yes	Yes	No	No	Yes	Yes	No	To be healthy	Water alone	Yes	No	No	No	No	No	No	No	Yes	No	thank you too	Tools and fertilizer beneficiary	Warkoy	0.0	0.0	Male	29	4	11.25
Kismayo	Female	43	Yes	Completed primary	1	7	1	10	3	1	Married	Host Community	200	Self-employed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	4.0	Yes	Yes	Yes	Bananas	Improved	Improved	Improved	Improved	Received from AVSI	Received from AVSI	Received from AVSI	Received from AVSI	0.5	0.5	0.5	0.5	No	No	No	No	Received from AVSI	Received from AVSI	Received from AVSI	Received from AVSI	1	1	1	1	No	No	No	No	No	No	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Tube well/borehole	Tube well/borehole	10	10	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Pit latrine	17	Yes	No	Yes	No	Yes	Yes	Yes	No	Yes	No	Yes	Yes	No	To reduces spread/ transmission of disease	With water and sand	Yes	Yes	No	No	No	No	No	No	Yes	No	0	Tools and fertilizer beneficiary	Warkoy	0.42857142857142855	0.1	Female	43	19	10.526315789473685
Kismayo	Female	38	No	No education	2	5	1	0	0	0	Married	IDP	30	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	Yes	No	0.0				0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	No	No	No	No	No	Yes	"1Rake
1Panga
1spade"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	45	73	40	2	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Bush (in the open place)	5	No	No	No	No	No	No	Yes	No	Yes	Yes	Yes	Yes	No	To be healthy	With water and ash	No	No	No	No	No	No	No	No	Yes	No	The agricultural support that I received was highly helpful, I would appreciate more if given other support like, clean water provision, food, shelter, cash, education and healthcare.	Tools and fertilizer beneficiary	Warkoy	0.0	0.0	Male	47	8	3.75
Kismayo	Female	23	No	Completed primary	1	2	1	5	0	0	Married	Host Community	200	Unemployed	Casual employment	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	3.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1.0	1.0	1.0	0.0	No	No	No	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Tube well/borehole	Rainwater collection	10	20	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Bush (in the open place)	10	Yes	No	No	No	Yes	Yes	No	Yes	No	No	Yes	No	No	To reduces spread/ transmission of disease	With water and sand	Yes	Yes	No	No	No	No	No	No	No	No	0	Tools and fertilizer beneficiary	Yontoy	0.0	0.0	Male	35	9	22.22222222222222
Kismayo	Female	35	No	No education	1	2	2	4	0	0	Married	Host Community	70	Unemployed	Livestock	No	No	No	No	No	No	Yes	No	No	No	No	No	No	0.0				0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Public tap/standpipe	Public tap/standpipe	23	28	80	2	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No	Pit latrine	19	Yes	No	No	Yes	Yes	No	Yes	Yes	No	No	No	No	No	To be healthy	With water and ash	Yes	Yes	No	No	No	No	No	No	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.0	0.0	Male	41	9	7.777777777777778
Kismayo	Female	50	No	No education	3	2	2	4	0	1	Married	Host Community	70	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	2.0	Yes	Yes	No	0	Improved	Improved	0	0	Received from AVSI	Received from AVSI	0	0	1.0	1.0	0.0	0.0	No	No	0	0	Received from AVSI	Received from AVSI	0	0	1	1	0	0	No	No	No	No	No	No	No	Yes	shovel, panga,axe, hoe	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	60	80	80	1	No	Yes	Yes	No	No	No	No	No	No	No	Yes	No	No	Pit latrine	12	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	To be healthy	Water alone	Yes	No	No	No	No	No	No	No	Yes	No	the respondent highly appreciate the support provided by  the project	Tools and fertilizer beneficiary	QamQam	0.0	0.25	Male	55	11	6.363636363636363
Kismayo	Female	50	No	Some Primary	2	4	1	5	4	5	Married	IDP	200	Self-employed	Land cultivation	No	No	No	Yes	No	Yes	Yes	Yes	No	Yes	No	No	Yes	10.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	2.0	2.0	2.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	Yes	Yes	Yes	Yes	Yes	Yes	No	No	0	No	No	No	Protected dug well	Unprotected dug well	60	80	50	1	No	No	No	No	No	No	No	No	No	Yes	No	No	No	Pit latrine	15	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Tools and fertilizer beneficiary	Warkoy	1.0	1.0	Male	50	12	16.666666666666668
Kismayo	Female	60	No	No education	2	4	1	5	3	2	Other	IDP	200	Unemployed	Casual employment	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	9.88421526	Yes	Yes	Yes	Sasame	Improved	Improved	Improved	Improved	Received from AVSI	Received from AVSI	Received from AVSI	Received from AVSI	1.0	2.0	2.0	2.0	No	No	No	No	Received from AVSI	Received from AVSI	Received from AVSI	Received from AVSI	1	1	1	1	No	No	No	No	No	No	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Tube well/borehole	Tube well/borehole	20	20	100	2	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Bush (in the open place)	15	No	No	Yes	No	Yes	Yes	No	Yes	No	No	Yes	No	No	To reduces spread/ transmission of disease	With water and sand	No	No	No	No	No	No	No	No	No	No	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	Tools and fertilizer beneficiary	Warkoy	0.75	0.4	Male	50	12	16.666666666666668
Kismayo	Female	32	Yes	No education	1	1	0	3	0	0	Widower	Host Community	30	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	5.0	Yes	Yes	No	0	Improved	Improved	0	0	Received from AVSI	Received from AVSI	0	0	3.0	1.0	0.0	0.0	Yes	Yes	0	0	Received from AVSI	Received from AVSI	0	0	1	1	0	0	No	No	No	No	No	No	No	Yes	"1Spade
1Rake
1Axe"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	20	45	80	1	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Bush (in the open place)	10	Yes	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	No	No	To reduces spread/ transmission of disease	Water alone	No	Yes	No	No	No	No	No	No	No	No	Thanks to AVSI	Tools and fertilizer beneficiary	Warkoy	0.0	0.0	Female	32	5	6.0
Kismayo	Female	55	Yes	No education	2	2	1	2	0	0	Married	IDP	150	Unemployed	Casual employment	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	5.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1.0	1.0	1.0	0.0	No	No	No	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Tube well/borehole	Tube well/borehole	30	30	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Bush (in the open place)	15	No	No	Yes	No	Yes	Yes	No	Yes	No	Yes	Yes	No	No	To reduces spread/ transmission of disease	With water and sand	No	No	No	No	No	No	No	No	No	No	0	Tools and fertilizer beneficiary	Warkoy	0.0	0.0	Female	55	7	21.428571428571427
Kismayo	Female	24	No	No education	1	2	1	2	0	0	Married	Host Community	55	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	3.0	Yes	Yes	No	0	Improved	Improved	0	0	Received from AVSI	Received from AVSI	0	0	2.0	1.0	0.0	0.0	No	No	0	0	Received from AVSI	Received from AVSI	0	0	1	1	0	0	No	No	No	No	No	No	No	Yes	I received equipment like shovel, panga, shovel and axe	No	No	No	Protected dug well	Unprotected dug well	45	80	90	0	No	Yes	Yes	No	No	No	No	No	No	Yes	No	No	No	Bush (in the open place)	0	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	To be healthy	Water alone	No	No	No	No	No	No	No	No	Yes	No	The respondent appreciate the support provided by the project	Tools and fertilizer beneficiary	Warkoy	0.0	0.0	Male	29	6	9.166666666666666
Kismayo	Female	35	No	Some Primary	2	4	1	3	2	2	Married	Host Community	175	Self-employed	Land cultivation	No	No	No	Yes	No	Yes	Yes	Yes	No	No	No	Yes	Yes	5.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1.0	1.0	1.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	"Farming tools such as Hoe – metallic 
, Spade – metallic 
, Axe File, - metallic
 Machete – metallic 
 Rake – metallic"	No	No	No	Unprotected dug well	Unprotected dug well	120	120	50	1	No	No	No	No	No	No	Yes	No	No	No	No	No	No	Pit latrine	15	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Tools and fertilizer beneficiary	Yontoy	0.5	0.6666666666666666	Male	42	10	17.5
Kismayo	Female	45	Yes	Some Primary	1	4	2	3	4	3	Married	Host Community	200	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	24.7105381	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	5.0	5.0	5.0	0.0	No	No	No	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Tube well/borehole	Tube well/borehole	20	20	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Pit latrine	15	No	No	No	No	No	Yes	No	Yes	No	No	Yes	No	No	To reduces spread/ transmission of disease	With water and sand	Yes	Yes	No	No	No	No	No	No	No	No	0	Tools and fertilizer beneficiary	Warkoy	1.0	1.0	Female	45	10	20.0
Kismayo	Female	32	No	No education	1	2	1	3	0	0	Married	Host Community	80	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	4.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Saved from own harvest	0	2.0	1.0	1.0	0.0	No	No	No	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	Yes	Received equipment like sacks, shovel, panga, axe and jembe	No	No	No	Unprotected dug well	Unprotected dug well	70	100	120	0	No	Yes	Yes	No	No	No	No	No	No	Yes	No	No	No	Pit latrine	12	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	To be clean	Water alone	Yes	No	No	No	No	No	No	No	Yes	No	the respondent lacks sufficient information about project activities in her village	Tools and fertilizer beneficiary	Yontoy	0.0	0.0	Male	37	7	11.428571428571429
Kismayo	Female	28	No	Some Primary	1	5	1	2	0	0	Married	IDP	150	Unemployed	Casual employment	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	4.94210763	Yes	Yes	Yes	Sasame	Improved	Improved	Improved	Improved	Received from AVSI	Received from AVSI	Received from AVSI	Received from AVSI	1.0	1.0	1.0	1.0	No	No	No	No	Received from AVSI	Received from AVSI	Received from AVSI	Received from AVSI	2	2	2	2	No	No	No	No	No	No	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Tube well/borehole	Tube well/borehole	20	20	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Bush (in the open place)	10	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	To reduces spread/ transmission of disease	With water and ash	No	No	No	No	No	No	No	No	No	No	0	Tools and fertilizer beneficiary	Warkoy	0.0	0.0	Male	50	9	16.666666666666668
